School Year,Gender Description,School Code,School,School Type Description,Community Code,Community Description,Grade Description,Pediatric Category Description,Student Case Count,Student Enrollment Count,Prevalence,Lower CI,Upper CI,Statistical Significance,Stability,State Student Case Count,State Student Enrollment Count,State Prevalence,State Lower CI,State Upper CI,matched_name
2017-2018,Total,4560050,Lowell Community Charter Public School,Charter,160,Lowell,Total,Asthma,166,773.0,21.5,18.2,24.8,Statistically significantly higher,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Lowell Community Charter Public School
2017-2018,Total,1600605,Lowell Day School on Broadway,Public,181,Methuen,Total,Asthma,NS,22.0,NS,NS,NS,NS,        ,79838,675052,11.82694074,11.74490111,11.90898036,Lowell High School
2017-2018,Total,2930045,Lowell M Maxham,Public,293,Taunton,Total,Asthma,0,,NC,NC,NC,NC,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Lowell High School
2017-2018,Total,1370055,Lt Clayre Sullivan Elementary,Public,137,Holyoke,Total,Asthma,118,541.0,21.8,17.9,25.7,Statistically significantly higher,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Lt. Clayre Sullivan Elementary School
2017-2018,Total,230010,Lt Elezer Davis,Public,23,Bedford,Total,Asthma,36,597.0,6,4,8,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Lt. Eleazer Davis Elementary School
2017-2018,Total,1370015,Lt Elmer J McMahon Elementary,Public,137,Holyoke,Total,Asthma,10,393.0,2.5,1,4,Statistically significantly lower,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Lt. Elmer J. McMahon Elementary School
2017-2018,Total,230012,Lt Job Lane School,Public,23,Bedford,Total,Asthma,64,609.0,10.5,7.9,13.1,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Lt. Job Lane School
2017-2018,Total,500012,Lt Peter M Hansen,Public,50,Canton,Total,Asthma,60,475.0,12.6,9.4,15.8,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Lt. Peter M. Hansen School
2017-2018,Total,350211,Lucy Stone,Public,35,Boston,Total,Asthma,0,,NC,NC,NC,NC,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Inly School
2017-2018,Total,1620505,Lunenburg High,Public,162,Lunenburg,Total,Asthma,0,,NC,NC,NC,NC,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Lunenburg High School
2017-2018,Total,1620305,Lunenburg Middle School,Public,162,Lunenburg,Total,Asthma,13,423.0,3.1,1.4,4.8,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Lunenburg Middle School
2017-2018,Total,1620010,Lunenburg Primary School,Public,162,Lunenburg,Total,Asthma,41,352.0,11.6,8,15.2,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Lunenburg Primary School
2017-2018,Total,2700010,Lura A White,Public,270,Shirley,Total,Asthma,0,,NC,NC,NC,NC,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Lura A. White Elementary School
2017-2018,Total,6160001,Lura A. White Elementary School,Public,270,Shirley,Total,Asthma,15,360.0,4.2,2.1,6.3,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Lura A. White Elementary School
2017-2018,Total,7250305,Luther Burbank Middle School,Public,147,Lancaster,Total,Asthma,35,249.0,14.1,9.4,18.8,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Luther Burbank Middle School
2017-2018,Total,20030,Luther Conant,Public,2,Acton,Total,Asthma,0,,NC,NC,NC,NC,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Luther Conant School
2017-2018,Total,6000030,Luther Conant School,Public,2,Acton,Total,Asthma,47,442.0,10.6,7.6,13.6,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Luther Conant School
2017-2018,Total,490838,"Lycee International de Boston/International School of Boston, Inc.",Private,49,Cambridge,Total,Asthma,,379.0,,,,,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,"Lycee International de Boston/International School of Boston, Inc."
2017-2018,Total,3440020,Lynch Elementary,Public,344,Winchester,Total,Asthma,68,480.0,14.2,10.8,17.6,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Lynch Elementary School
2017-2018,Total,350262,Lyndon,Public,35,Boston,Total,Asthma,99,516.0,19.2,15.4,23,Statistically significantly higher,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Lyndon K-8 School
2017-2018,Total,1630605,Lynn Vocational Technical Institute,Public,163,Lynn,Total,Asthma,NS,5.0,NS,NS,NS,NS,        ,79838,675052,11.82694074,11.74490111,11.90898036,Lynn Vocational Technical Institute
2017-2018,Total,1630075,Lynn Woods,Public,163,Lynn,Total,Asthma,16,163.0,9.8,5,14.6,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Lynn Woods School
2017-2018,Total,1640405,Lynnfield Middle School,Public,164,Lynnfield,Total,Asthma,104,677.0,15.4,12.4,18.4,Statistically significantly higher,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Lynnfield Middle School
2017-2018,Total,2620040,Lynnhurst,Public,262,Saugus,Total,Asthma,19,270.0,7,3.9,10.1,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Lunenburg High School
2017-2018,Total,350004,Lyon K-8,Public,35,Boston,Total,Asthma,28,131.0,21.4,13.5,29.3,Statistically significantly higher,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Lyon K-8 School
2017-2018,Total,2810330,M Marcus Kiley Middle,Public,281,Springfield,Total,Asthma,100,659.0,15.2,12.2,18.2,Statistically significantly higher,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Berkley Middle School
2017-2018,Total,100055,M Norcross Stratton,Public,10,Arlington,Total,Asthma,26,402.0,6.5,4,9,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,M. Norcross Stratton Elementary School
2017-2018,Total,990015,Mabelle M Burrell,Public,99,Foxborough,Total,Asthma,20,237.0,8.4,4.7,12.1,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Mabelle M Burrell School
2017-2018,Total,2910015,Machon,Public,291,Swampscott,Total,Asthma,0,,NC,NC,NC,NC,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Bowman School
2017-2018,Total,2150810,Mad Brook Academy,Private,212,North Brookfield,Total,Asthma,0,,NC,NC,NC,NC,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Mad Brook Academy
2017-2018,Total,1760315,Madeleine Dugger Andrews,Public,176,Medford,Total,Asthma,94,500.0,18.8,15,22.6,Statistically significantly higher,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Madeleine Dugger Andrews Middle School
2017-2018,Total,930018,Madeline English School,Public,93,Everett,Total,Asthma,81,832.0,9.7,7.6,11.8,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Madeline English School
2017-2018,Total,460810,Maimonides,Private,46,Brookline,Total,Asthma,20,326.0,6.1,3.4,8.8,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Maimonides School
2017-2018,Total,3220005,Major Edwards Elementary,Public,321,West Boylston,Total,Asthma,41,388.0,10.6,7.4,13.8,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Major Edwards Elementary School
2017-2018,Total,1680005,Malcolm L Bell,Public,168,Marblehead,Total,Asthma,23,273.0,8.4,5,11.8,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Malcolm White School
2017-2018,Total,3470055,Malcolm White,Public,347,Woburn,Total,Asthma,22,324.0,6.8,4,9.6,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Malcolm White School
2017-2018,Total,1650049,Malden Early Learning Center,Public,165,Malden,Total,Asthma,0,,NC,NC,NC,NC,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Malden Early Learning Center
2017-2018,Total,350801,Malik Academy,Private,35,Boston,Total,Asthma,0,,NC,NC,NC,NC,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Malik Academy
2017-2018,Total,350215,Manassah E Bradley,Public,35,Boston,Total,Asthma,39,260.0,15,10.3,19.7,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Nazareth Academy
2017-2018,Total,6980510,Manchester Essex Regional Middle High School,Public,166,Manchester,Total,Asthma,0,,NC,NC,NC,NC,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Manchester Essex Regional Middle School
2017-2018,Total,6980030,Manchester Essex Regional Middle School,Public,166,Manchester,Total,Asthma,24,372.0,6.5,3.9,9.1,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Manchester Essex Regional Middle School
2017-2018,Total,6980010,Manchester Memorial Elementary,Public,166,Manchester,Total,Asthma,37,332.0,11.1,7.5,14.7,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Manchester Memorial Elementary School
2017-2018,Total,2390015,Manomet Elementary,Public,239,Plymouth,Total,Asthma,43,287.0,15,10.5,19.5,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Manomet Elementary School
2017-2018,Total,440003,Manthala George Jr. School,Public,44,Brockton,Total,Asthma,160,920.0,17.4,14.7,20.1,Statistically significantly higher,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Manthala George Jr. Elementary School
2017-2018,Total,860010,Maple,Public,87,Easthampton,Total,Asthma,16,207.0,7.7,3.9,11.5,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Mapleshade School
2017-2018,Total,7670005,Maple Street School,Public,280,Spencer,Total,Asthma,0,,NC,NC,NC,NC,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Dale Street School
2017-2018,Total,2320805,Mapledene Elem,Private,232,Pepperell,Total,Asthma,NS,19.0,NS,NS,NS,NS,        ,79838,675052,11.82694074,11.74490111,11.90898036,Mapledene Elementary School
2017-2018,Total,870010,Mapleshade,Public,85,East Longmeadow,Total,Asthma,55,282.0,19.5,14.3,24.7,Statistically significantly higher,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Mapleshade School
2017-2018,Total,7800025,Maquan Elementary,Public,123,Hanson,Total,Asthma,36,324.0,11.1,7.5,14.7,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Naquag Elementary School
2017-2018,Total,4640305,Marblehead Community Charter Public School,Charter,168,Marblehead,Total,Asthma,12,229.0,5.2,2.3,8.1,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Marblehead Community Charter Public School
2017-2018,Total,1680300,Marblehead Veterans Middle School,Public,168,Marblehead,Total,Asthma,29,489.0,5.9,3.8,8,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Marblehead Veterans Middle School
2017-2018,Total,2760020,Margaret A Neary,Public,277,Southborough,Total,Asthma,19,258.0,7.4,4.1,10.7,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Margaret A Neary School
2017-2018,Total,2810060,Margaret C Ells,Public,281,Springfield,Total,Asthma,8,83.0,9.6,2.9,16.3,Not statistically significantly different,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Margaret C Ells School
2017-2018,Total,2440015,Margaret L Donovan,Public,244,Randolph,Total,Asthma,66,442.0,14.9,11.3,18.5,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Margaret L Donovan School
2017-2018,Total,2130014,Marguerite E Peaslee,Public,215,Northborough,Total,Asthma,18,275.0,6.5,3.5,9.5,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Marguerite E Peaslee School
2017-2018,Total,6450015,Marguerite E Small Elementary,Public,351,Yarmouth,Total,Asthma,14,219.0,6.4,3,9.8,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Marguerite E Small Elementary School
2017-2018,Total,1550035,Maria Hastings,Public,155,Lexington,Total,Asthma,47,466.0,10.1,7.2,13,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Maria Hastings School
2017-2018,Total,490005,Maria L. Baldwin,Public,49,Cambridge,Total,Asthma,25,306.0,8.2,5,11.4,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Maria L. Baldwin School
2017-2018,Total,3360020,Maria Weston Chapman Middle School,Public,336,Weymouth,Total,Asthma,174,882.0,19.7,16.8,22.6,Statistically significantly higher,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Maria Weston Chapman Middle School
2017-2018,Total,350656,Mario Umana Academy,Public,35,Boston,Total,Asthma,184,977.0,18.8,16.1,21.5,Statistically significantly higher,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Mario Umana Academy
2017-2018,Total,350405,Mario Umana Middle School Academy,Public,35,Boston,Total,Asthma,0,,NC,NC,NC,NC,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Mario Umana Academy
2017-2018,Total,2130020,Marion E Zeh,Public,215,Northborough,Total,Asthma,23,243.0,9.5,5.6,13.4,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Marion E Zeh School
2017-2018,Total,2920017,Mark G Hoyle Elementary,Public,292,Swansea,Total,Asthma,22,196.0,11.2,6.5,15.9,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Mark G Hoyle Elementary School
2017-2018,Total,80030,Marks Meadow Elementary School,Public,8,Amherst,Total,Asthma,0,,NC,NC,NC,NC,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Green Meadows Elementary School
2017-2018,Total,1700505,Marlborough High,Public,170,Marlborough,Total,Asthma,0,,NC,NC,NC,NC,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Marlborough High School
2017-2018,Total,1700305,Marlborough Middle,Public,170,Marlborough,Total,Asthma,0,,NC,NC,NC,NC,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Marlborough High School
2017-2018,Total,1810030,Marsh Grammar School,Public,181,Methuen,Total,Asthma,115,1170.0,9.8,8,11.6,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Marsh Grammar School
2017-2018,Total,310305,Marshall Middle School,Public,31,Billerica,Total,Asthma,66,652.0,10.1,7.7,12.5,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Marshall Middle School
2017-2018,Total,480303,Marshall Simonds Middle,Public,48,Burlington,Total,Asthma,126,801.0,15.7,13,18.4,Statistically significantly higher,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Marshall Simonds Middle School
2017-2018,Total,200030,Marstons Mills Elem,Public,20,Barnstable,Total,Asthma,0,,NC,NC,NC,NC,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Stony Hill School
2017-2018,Total,3350017,Martha Jones,Public,335,Westwood,Total,Asthma,40,293.0,13.7,9.5,17.9,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Martha Jones School
2017-2018,Total,4660550,Martha's Vineyard Charter School,Charter,327,West Tisbury,Total,Asthma,7,151.0,4.6,1.2,8,Statistically significantly lower,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Martha's Vineyard Public Charter School
2017-2018,Total,2440040,Martin E Young Elementary,Public,244,Randolph,Total,Asthma,65,308.0,21.1,16,26.2,Statistically significantly higher,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Martin E Young Elementary School
2017-2018,Total,350410,Martin Luther King Jr Mid,Public,35,Boston,Total,Asthma,0,,NC,NC,NC,NC,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Martin Luther King Jr. School
2017-2018,Total,490030,Martin Luther King Jr.,Public,49,Cambridge,Total,Asthma,37,290.0,12.8,8.7,16.9,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Martin Luther King Jr. School
2017-2018,Total,4920005,Martin Luther King Jr. Charter School of Excellence,Charter,281,Springfield,Total,Asthma,80,361.0,22.2,17.3,27.1,Statistically significantly higher,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,"Martin Luther King, Jr. Charter School of Excellence"
2017-2018,Total,1710025,Martinson Elementary,Public,171,Marshfield,Total,Asthma,24,401.0,6,3.6,8.4,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Martinson Elementary School
2017-2018,Total,2810125,Mary A. Dryden Veterans Memorial School,Public,281,Springfield,Total,Asthma,50,315.0,15.9,11.5,20.3,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Mary A. Dryden Veterans Memorial School
2017-2018,Total,3470065,Mary D Altavesta,Public,347,Woburn,Total,Asthma,28,248.0,11.3,7.1,15.5,Not statistically significantly different,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Mary D Altavesta School
2017-2018,Total,350420,Mary E Curley Middle,Public,35,Boston,Total,Asthma,0,,NC,NC,NC,NC,Unstable,79838,675052,11.82694074,11.74490111,11.90898036,Amesbury Middle School
2017-2018,Total,2760008,Mary E Finn School,Public,277,Southborough,Total,Asthma,13,250.0,5.2,2.4,8,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Mary E Finn School
2017-2018,Total,400020,Mary E Flaherty School,Public,40,Braintree,Total,Asthma,29,377.0,7.7,4.9,10.5,Statistically significantly lower,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Mary E Flaherty School
2017-2018,Total,1000045,Mary E Stapleton Elementary,Public,100,Framingham,Total,Asthma,70,369.0,19,14.5,23.5,Statistically significantly higher,Stable  ,79838,675052,11.82694074,11.74490111,11.90898036,Mary E Stapleton Elementary School
