SCHOOLS_PT_SCHID,SCHOOLS_PT_NAME,SCHOOLS_PT_ADDRESS,SCHOOLS_PT_TOWN_MAIL,SCHOOLS_PT_TOWN,SCHOOLS_PT_ZIPCODE,SCHOOLS_PT_PHONE,SCHOOLS_PT_GRADES,SCHOOLS_PT_TYPE,SCHOOLS_PT_TYPE_DESC,SCHOOLS_PT_DIST_NAME,SCHOOLS_PT_DIST_CODE,SCHOOLS_PT_MA_ADDR_ID,SCHOOLS_PT_TYPE_DESC2,updated_csv_csv_School_Year,updated_csv_csv_Gender_Description,updated_csv_csv_School_Code,updated_csv_csv_School,updated_csv_csv_School_Type_Description,updated_csv_csv_Community_Code,updated_csv_csv_Community_Description,updated_csv_csv_Grade_Description,updated_csv_csv_Pediatric_Category_Description,updated_csv_csv_Student_Case_Count,updated_csv_csv_Student_Enrollment_Count,updated_csv_csv_Prevalence,updated_csv_csv_Lower_CI,updated_csv_csv_Upper_CI,updated_csv_csv_Statistical_Significance,updated_csv_csv_Stability,updated_csv_csv_State_Student_Case_Count,updated_csv_csv_State_Student_Enrollment_Count,updated_csv_csv_State_Prevalence,updated_csv_csv_State_Lower_CI,updated_csv_csv_State_Upper_CI,updated_csv_csv_matched_name,NO2_KRIG,O2_KRIG,pm25v2_KRIG,pm25v1_KRIG,NEAR_FID,NEAREST_OPENSPACE,NEAR_FID_ROAD,NEAREST_ROAD
02480035,Staff Sargent James J. Hill Elementary School,51 Park Avenue,Revere,REVERE,02151,781-286-8284,"K,01,02,03,04,05",ELE,Public Elementary,Revere,02480000,4280139, ,2017-2018,Total,2480035,Staff Sargent James J. Hill Elementary School,Public,248,Revere,Total,Asthma,63,712.000000000000000,8.8,6.6,11,Statistically significantly lower,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Staff Sargent James J. Hill Elementary School,48.7599983,0.0714240,15.2222910,23.5576077,1089,0.000000000000000,212885,34.824228838741163
00640050,Clinton Elementary School,100 Church Street,Clinton,CLINTON,01510,978-365-4230,"PK,K,01,02,03,04",ELE,Public Elementary,Clinton,00640000,1300106, ,2017-2018,Total,640050,Clinton Elementary,Public,64,Clinton,Total,Asthma,70,579.000000000000000,12.1,9.3,14.9,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Clinton Elementary School,41.5639725,0.0704795,15.6680841,21.7242508,41051,0.000000000000000,57135,55.827765036922884
02140305,Northbridge Middle School,171 Linwood Avenue,Whitinsville,NORTHBRIDGE,01588,508-234-8718,"06,07,08",MID,Public Middle,Northbridge,02140000,1923831, ,2017-2018,Total,2140305,Northbridge Middle,Public,216,Northbridge,Total,Asthma,61,723.000000000000000,8.4,6.3,10.5,Statistically significantly lower,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Northbridge Middle School,57.2659760,0.0731723,15.2293205,22.2152042,28954,0.000000000000000,99557,83.057641302067310
00460800,Beaver Country Day School,791 Hammond Street,Chestnut Hill,BROOKLINE,02467,617-734-6950,"06,07,08,09,10,11,12",PRI,Private, , ,3319628, ,2017-2018,Total,460800,Beaver Country Day,Private,207,Newton,Total,Asthma,27,127.000000000000000,21.3,13.3,29.3,Statistically significantly higher,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Beaver Country Day School,57.1885071,0.0717119,18.4170704,23.4865894,16913,69.998442258718072,473483,78.474397297671487
02070871,Brimmer + May School,69 Middlesex Road,Chestnut Hill,NEWTON,02467,617-566-7462,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",PRI,Private, , ,2751669, ,2017-2018,Total,2070871,Brimmer + May,Private,207,Newton,Total,Asthma,12,223.000000000000000,5.4,2.3,8.5,Statistically significantly lower,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Brimmer + May School,56.6324692,0.0716253,18.4143944,23.4979782,27481,394.331765849341537,147615,21.428498820995582
02850015,South Elementary School,171 Ash Street,Stoughton,STOUGHTON,02072,781-344-7004,"K,01,02,03,04,05",ELE,Public Elementary,Stoughton,02850000,53218, ,2017-2018,Total,90020,South Elementary,Public,9,Andover,Total,Asthma,54,491.000000000000000,11,8.1,13.9,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,South Elementary School,71.2083817,0.0751359,14.8967218,23.6980820,47464,75.704054388530139,503846,44.619277166069388
02290005,Captain Samuel Brown School,150 Lynn Street,Peabody,PEABODY,01960,978-536-4100,"K,01,02,03,04,05",ELE,Public Elementary,Peabody,02290000,3727238, ,2017-2018,Total,2290005,Captain Samuel Brown,Public,229,Peabody,Total,Asthma,19,358.000000000000000,5.3,2.9,7.7,Statistically significantly lower,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Captain Samuel Brown School,41.3936234,0.0709027,14.4816475,23.5392857,44365,60.851890130283962,190254,59.787783656489637
00260810,Belmont Day School,55 Day School Lane,Belmont,BELMONT,02478,617-932-3883,"PK,K,01,02,03,04,05,06,07,08",PRI,Private, , ,1168854, ,2017-2018,Total,260810,Belmont Day,Private,26,Belmont,Total,Asthma,34,254.000000000000000,13.4,8.9,17.9,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Belmont Day School,50.9660110,0.0706036,17.6285915,23.4871864,51136,15.854599052887755,124107,97.743883510538225
00730810,Noble and Greenough School,10 Campus Drive,Dedham,DEDHAM,02026,781-326-3700,"07,08,09,10,11,12",PRI,Private, , ,2472202, ,2017-2018,Total,730810,Noble and Greenough,Private,73,Dedham,Total,Asthma,19,118.000000000000000,16.1,8.9,23.3,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Noble and Greenough School,62.2117882,0.0724002,17.8336086,23.3277092,46369,132.138312940451982,485851,15.406616820605015
00950320,Matthew J Kuss Middle School,52 Globe Mills Avenue,Fall River,FALL RIVER,02724,508-675-8335,"06,07,08",MID,Public Middle,Fall River,00950000,3945717, ,2017-2018,Total,950320,Matthew J Kuss Middle,Public,95,Fall River,Total,Asthma,171,750.000000000000000,22.8,19.4,26.2,Statistically significantly higher,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Matthew J Kuss Middle School,81.6232147,0.0770985,13.2465639,24.3445053,671,94.803814446334584,500933,59.610100242103378
01600002,Dr. Gertrude Bailey School,175 Campbell Drive,Lowell,LOWELL,01851,978-937-7644,"PK,K,01,02,03,04",ELE,Public Elementary,Lowell,01600000,1992140, ,2017-2018,Total,1600002,Dr Gertrude Bailey,Public,160,Lowell,Total,Asthma,60,462.000000000000000,13,9.7,16.3,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Dr. Gertrude Bailey School,36.2629471,0.0661318,15.3251095,22.9432640,23627,56.023945256697012,431656,41.289306452863130
03140305,Watertown Middle School,68 Waverley Avenue,Watertown,WATERTOWN,02472,617-926-7783,"06,07,08",MID,Public Middle,Watertown,03140000,2887967, ,2017-2018,Total,3140305,Watertown Middle,Public,314,Watertown,Total,Asthma,36,527.000000000000000,6.8,4.6,9,Statistically significantly lower,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Watertown Middle School,52.9280052,0.0708861,17.9494305,23.5030785,21472,48.301601587050783,148794,39.741144099497710
01860805,Assumption School,17 Grove Street,Millbury,MILLBURY,01527,508-865-5404,"PK,K,01,02,03,04,05,06,07,08",PRI,Private, , ,1700905, ,2017-2018,Total,1860805,Assumption,Private,186,Millbury,Total,Asthma,13,84.000000000000000,15.5,7.1,23.9,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Assumption School,50.9449425,0.0725855,15.1850939,21.7958641,2836,191.190967165616343,61125,30.313824002896926
03250015,Franklin Ave School,22 Franklin Avenue,Westfield,WESTFIELD,01085,413-572-6424,"K,01,02,03,04",ELE,Public Elementary,Westfield,03250000,974982, ,2017-2018,Total,3250015,Franklin Ave,Public,329,Westfield,Total,Asthma,25,248.000000000000000,10.1,6.1,14.1,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Franklin Ave School,45.9062157,0.0698825,21.5589809,21.7072945,1624,13.023132013474058,396502,72.935461695150295
03320010,John R Fausey School,784 Amostown Road,West Springfield,WEST SPRINGFIELD,01089,413-263-3314,"K,01,02,03,04,05",ELE,Public Elementary,West Springfield,03320000,891873, ,2017-2018,Total,3320010,John R Fausey,Public,325,West Springfield,Total,Asthma,70,460.000000000000000,15.2,11.6,18.8,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,John R Fausey School,43.9516411,0.0708063,17.9871216,21.6058445,27222,0.000000000000000,369985,54.213617970485245
02810145,Mary O Pottenger School,1435 Carew Street,Springfield,SPRINGFIELD,01104,413-787-7266,"PK,K,01,02,03,04,05",ELE,Public Elementary,Springfield,02810000,557794, ,2017-2018,Total,2810145,Mary O Pottenger,Public,281,Springfield,Total,Asthma,94,425.000000000000000,22.1,17.6,26.6,Statistically significantly higher,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Mary O Pottenger School,42.3559570,0.0718284,16.3804626,21.3210945,30178,19.836995333013153,39718,63.657942437754677
03500010,Charles E Roderick School,120 Taunton Street,Wrentham,WRENTHAM,02093,508-384-5435,"04,05,06",ELE,Public Elementary,Wrentham,03500000,1841216, ,2017-2018,Total,3500010,Charles E Roderick,Public,350,Wrentham,Total,Asthma,64,466.000000000000000,13.7,10.3,17.1,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Charles E Roderick School,69.6137543,0.0743282,15.2147703,23.6856060,24819,0.000000000000000,492300,9.502221438615063
02810165,Arthur T Talmadge School,1395 Allen Street,Springfield,SPRINGFIELD,01118,413-787-7249,"PK,K,01,02,03,04,05",ELE,Public Elementary,Springfield,02810000,567062, ,2017-2018,Total,2810165,Arthur T Talmadge,Public,281,Springfield,Total,Asthma,64,254.000000000000000,25.2,19,31.4,Statistically significantly higher,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Arthur T Talmadge School,43.0441437,0.0734013,15.7941360,20.7137909,28096,44.827506241173374,401749,25.804851670936664
03300810,Meadowbrook School of Weston,10 Farm Road,Weston,WESTON,02493,781-894-1193,"PK,K,01,02,03,04,05,06,07,08",PRI,Private, , ,2151101, ,2017-2018,Total,3300810,Meadowbrook School of Weston,Private,333,Weston,Total,Asthma,23,297.000000000000000,7.7,4.6,10.8,Statistically significantly lower,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Meadowbrook School of Weston,53.8255806,0.0707421,17.6974373,23.4569607,36627,338.187428934949708,431970,19.635733484335745
07750315,Chocksett Middle School,40 Boutelle Road,Sterling,STERLING,01564,978-422-6552,"05,06,07,08",MID,Public Middle,Wachusett,07750000,4213936, ,2017-2018,Total,7750315,Chocksett Middle School,Public,282,Sterling,Total,Asthma,26,364.000000000000000,7.1,4.4,9.8,Statistically significantly lower,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Chocksett Middle School,39.7513504,0.0707978,15.3644609,21.3052216,54217,0.000000000000000,53347,82.018053841791883
03210305,Sarah W Gibbons Middle School,20 Fisher Street,Westborough,WESTBOROUGH,01581,508-836-7740,"07,08",MID,Public Middle,Westborough,03210000,1186610, ,2017-2018,Total,3210305,Sarah W Gibbons Middle,Public,328,Westborough,Total,Asthma,22,600.000000000000000,3.7,2.2,5.2,Statistically significantly lower,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Sarah W Gibbons Middle School,50.8082352,0.0718402,15.8289795,22.3649502,34393,83.820025056959992,407908,41.959464622354332
01600860,St. Jeanne D'Arc Elementary School,68 Dracut Street,Lowell,LOWELL,01854,978-453-4114,"PK,K,01,02,03,04,05,06,07,08",PRI,Private, , ,1986835, ,2017-2018,Total,1600860,St Jeanne D'Arc Elem,Private,160,Lowell,Total,Asthma,30,299.000000000000000,10,6.4,13.6,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,St. Jeanne D'Arc Elementary School,34.6218147,0.0663909,14.9662037,22.8057480,34200,318.569955575302572,150657,20.147372987490428
02640305,Gates Middle School,460 First Parish Rd,Scituate,SCITUATE,02066,781-545-8760,"06,07,08",MID,Public Middle,Scituate,02640000,3773419, ,2017-2018,Total,2640305,Gates Middle School,Public,264,Scituate,Total,Asthma,34,721.000000000000000,4.7,3.1,6.3,Statistically significantly lower,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Gates Middle School,61.2075119,0.0765120,13.1269255,24.0082932,43593,296.485541742949920,516106,2.484869161625120
06450005,Ezra H Baker Innovation School,810 Route 28,West Dennis,DENNIS,02670,508-398-7690,"PK,K,01,02,03",ELE,Public Elementary,Dennis-Yarmouth,06450000,3353848, ,2017-2018,Total,6450005,Ezra H Baker Innovation School,Public,75,Dennis,Total,Asthma,9,325.000000000000000,2.8,1,4.6,Statistically significantly lower,Unstable,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Ezra H Baker Innovation School,,0.0819454,,,46455,49.066474623660909,319487,53.914426541864927
00830010,Gordon W. Mitchell School,435 Central Street,East Bridgewater,EAST BRIDGEWATER,02333,508-378-8209,"03,04,05,06",MID,Public Middle,East Bridgewater,00830000,3578086, ,2017-2018,Total,830010,Gordon W Mitchell,Public,83,East Bridgewater,Total,Asthma,47,663.000000000000000,7.1,5.1,9.1,Statistically significantly lower,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Gordon W. Mitchell School,73.9168091,0.0773743,13.3322048,24.6181526,40407,0.000000000000000,524896,50.367148361014607
00560005,Center Elementary School,84 Billerica Road,Chelmsford,CHELMSFORD,01824,978-251-5155,"K,01,02,03,04",ELE,Public Elementary,Chelmsford,00560000,2342840, ,2017-2018,Total,1220005,Center Elementary,Public,122,Hanover,Total,Asthma,18,335.000000000000000,5.4,2.9,7.9,Statistically significantly lower,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Center Elementary School,37.2119370,0.0664150,15.5003185,23.0272121,26671,156.414405958229509,135017,99.570585438216668
00490960,Cambridge Montessori School,161 Garden Street,Cambridge,CAMBRIDGE,02138,617-492-3410,"PK,K,01,02,03,04,05,06",PRI,Private, , ,3628279, ,2017-2018,Total,490960,Cambridge Montessori,Private,49,Cambridge,Total,Asthma,8,127.000000000000000,6.3,1.9,10.7,Statistically significantly lower,Unstable,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Cambridge Montessori School,51.4457207,0.0709887,17.5426617,23.5164223,26653,30.980937249269466,97727,16.087303449179778
02010125,Thomas R Rodman School,497 Mill Street,New Bedford,NEW BEDFORD,02740,508-997-4511,"K,01,02,03,04,05",ELE,Public Elementary,New Bedford,02010000,4071168, ,2017-2018,Total,2010125,Thomas R Rodman,Public,201,New Bedford,Total,Asthma,52,195.000000000000000,26.7,19.4,34,Statistically significantly higher,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Thomas R Rodman School,76.7665787,0.0776901,13.2993927,23.8837318,48974,5.953789581526201,258350,30.535126489344044
02210005,Oak Bluffs Elementary School,50 Tradewinds Road,Oak Bluffs,OAK BLUFFS,02557,508-693-0951,"PK,K,01,02,03,04,05,06,07,08",ELE,Public Elementary,Oak Bluffs,02210000,1742022, ,2017-2018,Total,2210005,Oak Bluffs Elementary,Public,221,Oak Bluffs,Total,Asthma,33,408.000000000000000,8.1,5.3,10.9,Statistically significantly lower,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Oak Bluffs Elementary School,,0.0773140,13.3000002,20.5959930,22954,36.653218809460000,562400,29.661099817536236
00960005,East Falmouth Elementary School,33 Davisville Road,East Falmouth,FALMOUTH,02536,508-548-1052,"PK,K,01,02,03,04",ELE,Public Elementary,Falmouth,00960000,1331632, ,2017-2018,Total,960005,East Falmouth Elementary,Public,96,Falmouth,Total,Asthma,39,264.000000000000000,14.8,10.2,19.4,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,East Falmouth Elementary School,,0.0799562,13.3000002,23.1139832,1864,39.921491106662288,529031,32.685232755225094
01710020,Gov. Edward Winslow School,60 Regis Road,Marshfield,MARSHFIELD,02050,781-834-5060,"K,01,02,03,04,05",ELE,Public Elementary,Marshfield,01710000,4169466, ,2017-2018,Total,1710020,Gov Edward Winslow,Public,171,Marshfield,Total,Asthma,35,413.000000000000000,8.5,5.7,11.3,Statistically significantly lower,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Gov. Edward Winslow School,64.1419220,0.0798728,12.4836531,24.8188820,46961,43.531081359250706,520664,59.673542944824177
02810195,German Gerena Community School,200 Birnie Avenue,Springfield,SPRINGFIELD,01107,413-787-7320,"PK,K,01,02,03,04,05",ELE,Public Elementary,Springfield,02810000,582111, ,2017-2018,Total,2810195,German Gerena Community School,Public,281,Springfield,Total,Asthma,159,595.000000000000000,26.7,22.5,30.9,Statistically significantly higher,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,German Gerena Community School,43.9056625,0.0713973,16.6728153,21.4159603,24503,22.718880128037153,401598,58.867067271035538
02930007,Edmund Hatch Bennett School,47 North Walker Street,Taunton,TAUNTON,02780,508-821-1245,"K,01,02,03,04",ELE,Public Elementary,Taunton,02930000,2679306, ,2017-2018,Total,2930007,Edmund Hatch Bennett,Public,293,Taunton,Total,Asthma,36,332.000000000000000,10.8,7.3,14.3,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Edmund Hatch Bennett School,77.9430389,0.0768861,13.5904684,24.6405430,49809,25.889812540332567,274286,82.342638307898440
01630055,Hood School,24 Oakwood Avenue,Lynn,LYNN,01902,781-477-7390,"PK,K,01,02,03,04,05",ELE,Public Elementary,Lynn,01630000,3784253, ,2017-2018,Total,1630055,Hood,Public,163,Lynn,Total,Asthma,46,487.000000000000000,9.4,6.7,12.1,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Hood School,42.7837219,0.0713114,14.4134865,23.5672188,32349,275.603963845017233,167934,38.818522226022196
01710005,Eames Way School,165 Eames Way,Marshfield,MARSHFIELD,02050,781-834-5090,"PK,K,01,02,03,04,05",ELE,Public Elementary,Marshfield,01710000,4169444, ,2017-2018,Total,1710005,Eames Way School,Public,171,Marshfield,Total,Asthma,27,243.000000000000000,11.1,6.9,15.3,Not statistically significantly different,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Eames Way School,63.8826714,0.0787266,12.7790241,24.6711845,33750,79.001386430679688,521650,40.541254482329272
00640305,Clinton Middle School,100 West Boylston Street,Clinton,CLINTON,01510,978-365-4220,"05,06,07,08",MID,Public Middle,Clinton,00640000,1302919, ,2017-2018,Total,640305,Clinton Middle School,Public,64,Clinton,Total,Asthma,56,746.000000000000000,7.5,5.5,9.5,Statistically significantly lower,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Clinton Middle School,41.8084869,0.0706440,15.6284599,21.6975365,56761,0.000000000000000,57785,106.731885715539676
03480235,Thorndyke Road School,30 Thorndyke Road,Worcester,WORCESTER,01606,508-799-3550,"K,01,02,03,04,05,06",ELE,Public Elementary,Worcester,03480000,1367589, ,2017-2018,Total,3480235,Thorndyke Road,Public,348,Worcester,Total,Asthma,76,381.000000000000000,19.9,15.4,24.4,Statistically significantly higher,Stable  ,79838,675052,11.826940740000000,11.744901110000001,11.908980359999999,Thorndyke Road School,44.9533539,0.0717401,15.3337030,21.4293880,1007,15.723157193521409,68873,72.516860312259155
